CRABP1	0.3852	0.6148	-0.46753432204538287	4.6027846e-05	0.00011296589	0.031448815	0.13912871	0.017865883504649998	0.056666466132001436	0.4290443	1.0179518	6 vs Rest	6	Rest
ANXA1	0.385	0.615	-0.4683789238048705	3.2468076e-06	1.1002186e-05	0.0006118453	0.020843182	0.0006118453255017132	0.006566738704885414	0.011564948	0.07364797	6 vs Rest	6	Rest
PLA2G4A	0.385	0.615	-0.4683789238048705	1.4643446e-05	2.4146819e-05	0.002447381	0.010477201	0.0014684287812041117	0.006821263460888714	0.03303733	0.046119545	6 vs Rest	6	Rest
VWC2	0.3846	0.6154	-0.47006861998181604	2.7479184e-05	8.249765e-05	0.008076363	0.088659875	0.006730298580518837	0.044213263979187775	0.14023878	0.45603424	6 vs Rest	6	Rest
LST1	0.3846	0.6154	-0.47006861998181604	2.4996439e-06	7.918749e-06	0.00024473813	0.008436363	0.0002447381302006853	0.0036003683667378363	0.008088921	0.03884363	6 vs Rest	6	Rest
NEK10	0.3844	0.6155999999999999	-0.4709137150983332	0.00010415765	0.00013927429	0.039402753	0.12105542	0.03365149290259424	0.07768558325503364	0.6953547	0.5851306	6 vs Rest	6	Rest
ECT2	0.3842	0.6158	-0.47175897536687234	5.7581372e-05	0.00021484814	0.03389616	0.5107199	0.03108174253548698	0.16923582412811786	0.5262261	2.0457458	6 vs Rest	6	Rest
IL1RN	0.3842	0.6158	-0.47175897536687234	1.0823184e-06	2.7125714e-06	0.00012236906	0.0015317776	0.00012236906510034264	0.0006617643656086148	0.002517882	0.006128911	6 vs Rest	6	Rest
KHDRBS2	0.384	0.616	-0.47260440113789276	0.00046373645	0.0006532548	0.21671464	1.3577857	0.15112579539892423	0.4341914674054614	3.521711	6.01313	6 vs Rest	6	Rest
VLDLR-AS1	0.3836	0.6164000000000001	-0.47429575059108786	9.511408e-05	0.00026221114	0.024229059	0.4710833	0.020680372001957874	0.17917617278078377	0.4175763	1.8877306	6 vs Rest	6	Rest
CLSTN2	0.3834	0.6166	-0.4751416749760552	0.00014281883	0.00030093946	0.052006733	0.58369404	0.0394028389623105	0.185696634257323	0.83947754	2.428993	6 vs Rest	6	Rest
DNAJB1	0.3834	0.6166	-0.4751416749760552	0.0003651731	0.00091744406	0.23653838	2.360689	0.1501468428781214	0.48049183438401	3.402475	9.740038	6 vs Rest	6	Rest
ZNF366	0.3832	0.6168	-0.475987766269092	4.7184562e-06	6.20536e-06	0.00085658336	0.0033458509	0.0007342143906020559	0.002184285178792072	0.015820956	0.014948941	6 vs Rest	6	Rest
