Gene	proba_m1	proba_m2	bayes_factor	scale1	scale2	raw_mean1	raw_mean2	non_zeros_proportion1	non_zeros_proportion2	raw_normalized_mean1	raw_normalized_mean2	comparison	group1	group2
SIX3	0.9804	0.01959999999999995	3.9124305854134556	0.00041012678	2.8652576e-05	0.91202164	0.030537322	0.3742916790933548	0.014032991109420613	3.6833136	0.13500851	0 vs Rest	0	Rest
VAX1	0.9802	0.01980000000000004	3.9020741999265773	0.00017770917	4.298537e-06	0.4196245	0.0030917756	0.21503131524008615	0.002412769116555279	1.5423529	0.015129277	0 vs Rest	0	Rest
SOX1-OT	0.97	0.030000000000000027	3.476098366811273	0.0010287813	8.932169e-05	1.654648	0.1292356	0.5839546674619682	0.08200698933491828	8.9315	0.70699733	0 vs Rest	0	Rest
DLX1	0.9664	0.03359999999999996	3.359051472940072	0.0009438119	3.1716223e-05	1.4318608	0.034679316	0.5019385624813676	0.018718199431436468	9.674407	0.22287627	0 vs Rest	0	Rest
OTX2	0.9608	0.03920000000000001	3.199089279275342	0.00017838758	1.0455808e-05	0.5111844	0.013449084	0.24038174768864015	0.007206619950386769	1.8796113	0.066228375	0 vs Rest	0	Rest
DLX2	0.9602	0.03979999999999995	3.1832744429646964	0.0017401783	6.83507e-05	2.7083426	0.068735	0.6009543692215836	0.02895775616998706	18.605755	0.45161837	0 vs Rest	0	Rest
OLIG2	0.9594	0.04059999999999997	3.16253978657807	0.00017453679	1.1002872e-05	0.3736957	0.026612794	0.23352221890844319	0.0049024933456461636	1.7211983	0.078910634	0 vs Rest	0	Rest
NTRK2	0.9444	0.05559999999999998	2.8323664346874557	0.0009835549	7.5036725e-05	1.8893628	0.10833206	0.4762898896510662	0.05383689137559009	10.85789	0.45057663	0 vs Rest	0	Rest
DLX5	0.9418	0.05820000000000003	2.7839074218687356	0.000865142	5.856791e-05	1.3978554	0.08155483	0.25887265135699716	0.024992304488744656	7.8244843	0.4821976	0 vs Rest	0	Rest
MEIS1	0.9412	0.05879999999999996	2.7730136425053487	0.0008626482	0.00021009703	1.7128032	0.3465068	0.6263048016701329	0.1804325782678562	8.815496	1.7002069	0 vs Rest	0	Rest
TRPC4	0.9406	0.05940000000000001	2.7622235854237056	0.00031364782	5.116887e-05	0.6116928	0.047375597	0.32060841037876986	0.030537599362628155	2.7532876	0.23551373	0 vs Rest	0	Rest
DLX6-AS1	0.9294	0.0706	2.5775089412682624	0.0017836473	0.0003021581	2.6650796	0.43077686	0.3021175067104128	0.039133938109978984	16.035852	2.415288	0 vs Rest	0	Rest
PDZRN3	0.9276	0.07240000000000002	2.550394178648677	0.0012536816	0.00016948265	2.088884	0.24414046	0.4270802266626967	0.05518134245929899	12.312923	1.2835678	0 vs Rest	0	Rest
GJA1	0.9262	0.07379999999999998	2.529731337735684	8.462333e-05	2.5783613e-05	0.13092741	0.027205374	0.09901580674023311	0.012869610878736483	0.80402863	0.1613869	0 vs Rest	0	Rest
LRP2	0.9232	0.07679999999999998	2.486641136223773	0.00029509148	5.54374e-05	0.49627241	0.0370509	0.24694303608708942	0.023824397486734906	2.4287283	0.18249989	0 vs Rest	0	Rest
EMB	0.9222	0.07779999999999998	2.472620570897198	7.634318e-05	1.4936428e-05	0.10975229	0.008523882	0.08022666269012838	0.006744889275173524	0.5152383	0.042788472	0 vs Rest	0	Rest
NRXN3	0.9204	0.0796	2.447794150547582	0.00954561	0.0012065473	18.729362	2.3170516	0.7512675216223935	0.21580024263491887	97.69461	12.379794	0 vs Rest	0	Rest
VIP	0.9184	0.0816	2.42080365193473	4.631626e-05	5.367742e-06	0.022964515	0.001647746	0.015508499850879822	0.0010321038622412957	0.22000214	0.009714496	0 vs Rest	0	Rest
OLIG1	0.9178	0.08220000000000005	2.4128240891397246	0.00018480392	1.5993422e-05	0.49448285	0.045457765	0.22427676707426467	0.00458561935285276	1.8206507	0.12671915	0 vs Rest	0	Rest
CNTN4	0.9164	0.08360000000000001	2.394409321783732	0.00057389983	0.00016335974	1.1646346	0.2275539	0.4402028034595952	0.09993753055569586	6.588028	1.1417658	0 vs Rest	0	Rest
EGFR	0.9108	0.08919999999999995	2.3234421934753633	0.00070261786	4.682951e-05	1.3596855	0.05068901	0.3086787951088621	0.02846433809549457	7.2597957	0.22277284	0 vs Rest	0	Rest
NAALAD2	0.9084	0.09160000000000001	2.2942534403893853	0.00025104661	3.1220894e-05	0.51327235	0.028812531	0.260960334029231	0.02164702047911208	2.0126836	0.12963592	0 vs Rest	0	Rest
SCRG1	0.9048	0.09519999999999995	2.2517338890147465	0.00030899036	7.284694e-05	0.59857035	0.14942837	0.31553832388905906	0.0980589204555639	3.509082	0.69226176	0 vs Rest	0	Rest
LINC02397	0.9018	0.09819999999999995	2.217386459882509	5.23744e-05	1.1374586e-05	0.042350147	0.00532797	0.03459588428273181	0.004381914643199858	0.3503836	0.038088102	0 vs Rest	0	Rest
ST8SIA5	0.8998	0.10019999999999996	2.195004239069495	0.00047277394	6.0326336e-05	0.77632207	0.05974317	0.2520131225768002	0.026169265033405643	4.541756	0.33172968	0 vs Rest	0	Rest
ALK	0.8992	0.1008	2.1883670354168103	0.00014030295	4.1707717e-05	0.17536533	0.03249738	0.08052490307187607	0.01720173103735404	0.82473034	0.18565266	0 vs Rest	0	Rest
MGAT4C	0.8962	0.1038	2.155697546439369	0.0017000744	0.0002821819	3.193578	0.4032199	0.5380256486728319	0.10040378800223464	17.716652	1.8370321	0 vs Rest	0	Rest
FIGN	0.8956	0.10440000000000005	2.149264124656324	0.00074263447	0.00023105729	1.4649622	0.36519438	0.49507903370117096	0.15947362703023937	6.355246	1.6854138	0 vs Rest	0	Rest
HEYL	0.895	0.10499999999999998	2.1428632840524258	3.5405603e-05	9.70545e-06	0.027736368	0.012697598	0.020876826722338194	0.0042687453600593565	0.132751	0.04264786	0 vs Rest	0	Rest
RGS3	0.8946	0.10540000000000005	2.13861397119301	0.0005968536	0.00016118964	1.3933864	0.30736452	0.5132716969877779	0.17042388686691218	5.9673624	1.5780827	0 vs Rest	0	Rest
RAB31	0.8918	0.10819999999999996	2.1092604445728345	0.00043413998	9.090654e-05	0.6856568	0.124382585	0.3549060542797547	0.07538432288553741	4.0250845	0.5694112	0 vs Rest	0	Rest
AC091138.1	0.8914	0.10860000000000003	2.1051217721499014	4.37984e-05	1.226651e-05	0.042946614	0.006998338	0.03370116313748875	0.005314429536277588	0.21429831	0.031187462	0 vs Rest	0	Rest
TOX	0.89	0.10999999999999999	2.0907410172606378	0.0015459425	0.0004815977	3.25292	0.9361306	0.6981807336713138	0.2617107574193486	14.893664	3.6675377	0 vs Rest	0	Rest
TPPP3	0.8896	0.11040000000000005	2.0866617103146234	4.8019432e-05	9.158398e-06	0.0769459	0.00849672	0.06471816283924828	0.006667934162637983	0.44862852	0.06888707	0 vs Rest	0	Rest
PLXNC1	0.889	0.11099999999999999	2.0805669553600783	0.00038645792	0.00015194497	0.7348677	0.24354313	0.3847300924545241	0.15881271841669897	3.4436674	1.3072217	0 vs Rest	0	Rest
PBX3	0.889	0.11099999999999999	2.0805669553600783	0.0018427818	0.0004815986	4.108576	0.75357723	0.7014613778705379	0.25060658735760477	18.029074	3.9846718	0 vs Rest	0	Rest
CDH11	0.886	0.11399999999999999	2.050518425777973	0.00036902618	0.00010247771	0.7375506	0.15060353	0.3739934387116071	0.07305303565284353	3.8904836	0.6255713	0 vs Rest	0	Rest
AL139246.5	0.886	0.11399999999999999	2.050518425777973	0.0004452136	3.0261597e-05	0.7297963	0.030116405	0.29525797793021585	0.022439205461095436	4.381934	0.24356395	0 vs Rest	0	Rest
GAD2	0.8854	0.11460000000000004	2.0445916400517006	0.0010427686	6.0691862e-05	1.5469751	0.08293688	0.3140471219803206	0.03001249388885633	9.737044	0.50428003	0 vs Rest	0	Rest
MIR325HG	0.8842	0.11580000000000001	2.032818641207124	0.0008257165	0.0002847712	1.3456655	0.31890905	0.3549060542797547	0.11803103554419574	7.4772644	1.4769355	0 vs Rest	0	Rest
WWTR1	0.8822	0.11780000000000002	2.013430442899011	0.00027294763	7.022412e-05	0.6737268	0.10024785	0.3396957948106223	0.06469661578575052	3.0788548	0.49740267	0 vs Rest	0	Rest
MMRN1	0.8818	0.11819999999999997	2.0095870946899144	4.6384434e-05	8.007398e-06	0.09722624	0.009008283	0.07277065314643602	0.005097144512647826	0.3487265	0.034597684	0 vs Rest	0	Rest
ZFHX3	0.8782	0.12180000000000002	1.9754939321369454	0.00096609077	0.0003639814	1.7447106	0.674741	0.5803757828809966	0.294597751099972	7.8701086	3.13236	0 vs Rest	0	Rest
CDK14	0.8778	0.12219999999999998	1.9717596600756981	0.0011737811	0.0005851817	2.7644053	1.0490878	0.7381449448254974	0.413479819653383	12.859716	5.565942	0 vs Rest	0	Rest
DLX6	0.8776	0.12239999999999995	1.9698964685781652	0.0001852922	1.610256e-05	0.28422314	0.018659387	0.15359379660006114	0.011715284190703591	1.610167	0.101202704	0 vs Rest	0	Rest
ANKRD6	0.8776	0.12239999999999995	1.9698964685781652	0.0003357478	0.000120317134	0.7724453	0.19020794	0.3948702654339457	0.12350842884819495	3.8187149	1.0111806	0 vs Rest	0	Rest
PLD5	0.8754	0.12460000000000004	1.9495722495699725	0.00029328105	0.00010017531	0.37697586	0.10564007	0.17297942141366127	0.06723160772809726	1.8067706	0.5603742	0 vs Rest	0	Rest
LHFPL6	0.875	0.125	1.945910080483888	0.001533883	0.0004519458	3.692821	0.82629067	0.6591112436623732	0.2544362358990786	17.226307	3.9162235	0 vs Rest	0	Rest
STK33	0.8738	0.12619999999999998	1.93498349861519	0.0008024693	0.0002319726	1.8929355	0.32674283	0.5272889949299169	0.17039672623895846	8.32051	1.9495473	0 vs Rest	0	Rest
NEAT1	0.8724	0.12760000000000005	1.9223475965095131	0.00032163755	0.00012706734	0.5896226	0.226698	0.32001192961527447	0.11274829340719815	2.7606869	1.0477152	0 vs Rest	0	Rest
AC092957.1	0.871	0.129	1.9098295064525102	0.0018911251	6.078012e-05	7.430354	0.109575845	0.17447062332239974	0.020216560740216417	23.670303	0.48093757	0 vs Rest	0	Rest
PRELP	0.87	0.13	1.9009586957642257	2.5202036e-05	1.0850759e-05	0.013719053	0.012910345	0.011631374888159865	0.004513191011642839	0.058428027	0.04059206	0 vs Rest	0	Rest
SOX2-OT	0.8678	0.13219999999999998	1.8816452818270948	0.0057271845	0.0012834321	12.113903	2.0763848	0.8100208768266783	0.37588045702279005	65.86232	12.58379	0 vs Rest	0	Rest
AC092958.1	0.8672	0.13280000000000003	1.8764253298732116	0.0002574684	1.9042449e-05	0.62362164	0.023507513	0.20876826722338457	0.014472087928005674	2.6824055	0.13085595	0 vs Rest	0	Rest
AC008056.1	0.8656	0.13439999999999996	1.8626024171510893	0.0002402924	5.7700207e-05	0.3733966	0.05784579	0.19504920966299064	0.030881633983375213	2.0309482	0.3402012	0 vs Rest	0	Rest
FREM2	0.8654	0.13460000000000005	1.8608843478413046	9.932214e-05	2.7533328e-05	0.12526076	0.024385434	0.08320906650760532	0.01781284516631263	0.68597543	0.13596244	0 vs Rest	0	Rest
LINC00354	0.8646	0.13539999999999996	1.8540335494661582	9.27209e-05	2.1636572e-05	0.18192726	0.025603008	0.08768267223382073	0.020288989081426324	0.68836254	0.14111355	0 vs Rest	0	Rest
SNTB1	0.8622	0.13780000000000003	1.833683842762775	0.000117251446	3.587964e-05	0.1294362	0.030691346	0.07963018192663299	0.01997211508863298	0.5719852	0.14320864	0 vs Rest	0	Rest
TOX3	0.8604	0.13959999999999995	1.8186161470545692	0.001309767	0.00043630452	2.52075	0.7446263	0.6787951088577173	0.32528473391634444	12.127045	3.8031416	0 vs Rest	0	Rest
RORB	0.8602	0.13980000000000004	1.8169520306443736	0.00070170674	0.00023731052	1.2901957	0.44761315	0.4938860721741802	0.21015083202054613	7.0528636	1.8484026	0 vs Rest	0	Rest
CDO1	0.8584	0.14159999999999995	1.802063951084984	0.0011941064	0.00030156414	2.3444803	0.5471269	0.6770056665672315	0.29607800532344947	12.799487	2.9477587	0 vs Rest	0	Rest
NR2F2-AS1	0.8574	0.14259999999999995	1.7938609877206246	0.0008889905	0.000108997214	1.1538954	0.18464437	0.2272591708917416	0.044837669980259155	7.3586483	0.8029075	0 vs Rest	0	Rest
ARAP2	0.857	0.14300000000000002	1.7905932300764162	9.870529e-05	3.2552165e-05	0.16015539	0.04013748	0.10020876826722389	0.02713799409708815	0.76142687	0.1651094	0 vs Rest	0	Rest
PMP2	0.8568	0.1432	1.7889622064459294	0.00012056464	2.6662838e-05	0.16761135	0.027943602	0.07605129734566066	0.008111974215510721	1.0192264	0.09915359	0 vs Rest	0	Rest
RBM20	0.8562	0.14380000000000004	1.7840804905623864	0.00011813984	2.6366564e-05	0.07456003	0.01199155	0.04801670146137774	0.009470005613196476	0.4759647	0.058925226	0 vs Rest	0	Rest
ZBTB20	0.8554	0.14459999999999995	1.7775978286022909	0.004408161	0.0016684699	10.45033	3.2753618	0.916790933492333	0.5991679794314979	48.47945	16.482656	0 vs Rest	0	Rest
NR3C1	0.8544	0.14559999999999995	1.7695362754661486	0.0002205823	5.745226e-05	0.34536234	0.0704603	0.181031911720849	0.04379651257536674	2.1704452	0.35692227	0 vs Rest	0	Rest
EYA4	0.8536	0.14639999999999997	1.763120041869413	9.524038e-05	2.9411e-05	0.07456007	0.013716331	0.03906949000894712	0.009750665435384866	0.33677825	0.075502545	0 vs Rest	0	Rest
OSBPL1A	0.8526	0.14739999999999998	1.7551404684621006	0.0006473572	0.00027367062	1.5278883	0.47404274	0.5344467640918602	0.2486555489162629	6.7745423	2.4748037	0 vs Rest	0	Rest
SOX6	0.8524	0.14759999999999995	1.7535499320389965	0.0024026143	0.00090897456	4.7348795	1.6754881	0.7497763197136553	0.3573885961576357	22.290133	8.825459	0 vs Rest	0	Rest
NMU	0.851	0.14900000000000002	1.7424657672647044	0.0003935465	0.000118114105	0.8228467	0.1775277	0.28422308380555117	0.07247360892316428	2.9524217	0.837036	0 vs Rest	0	Rest
GAD1	0.8502	0.14980000000000004	1.7361704898478367	0.000227056	7.964811e-05	0.3382046	0.11081439	0.11362958544587012	0.03207670161333868	1.6113456	0.61791414	0 vs Rest	0	Rest
PRRX1	0.8476	0.15239999999999998	1.7159001293228204	6.537155e-05	1.6234277e-05	0.11661182	0.020968243	0.07843722039964221	0.01194614952831017	0.45873654	0.10477857	0 vs Rest	0	Rest
ZIC1	0.8474	0.15259999999999996	1.7143526656121078	0.0011052839	0.000110166286	3.0972302	0.1825983	0.3912913808529734	0.07633494486391744	10.90596	0.9052015	0 vs Rest	0	Rest
ST6GALNAC5	0.8466	0.15339999999999998	1.7081793857765755	0.0011774387	0.000473427	2.1297405	0.5957052	0.5553235908141949	0.25576710666881064	9.874015	3.8227499	0 vs Rest	0	Rest
AC090241.2	0.8458	0.1542	1.7020324108814442	0.00015661458	4.063292e-05	0.17954075	0.023842284	0.09275275872353153	0.018405852209968744	0.897374	0.1298426	0 vs Rest	0	Rest
MOB3B	0.8436	0.15639999999999998	1.6852615684087513	0.0011160614	0.00042032267	2.0059702	0.63553864	0.6090068595287699	0.2803203143389691	9.786862	3.5929456	0 vs Rest	0	Rest
TCF7L2	0.8428	0.1572	1.6792107501869096	0.0009317682	0.00035039955	2.333735	0.5912392	0.607217417238284	0.26846017346584683	9.894681	3.213657	0 vs Rest	0	Rest
ZBTB20-AS5	0.842	0.15800000000000003	1.673184929800707	0.00026547533	0.00011936568	0.51983327	0.17980057	0.3241872949597422	0.12716153330796964	2.762205	1.033011	0 vs Rest	0	Rest
LRMDA	0.8416	0.15839999999999999	1.670181311353938	0.00012094318	5.546512e-05	0.09126147	0.07906681	0.03698180733671331	0.02258406214351525	0.37223455	0.30991593	0 vs Rest	0	Rest
CDK6	0.8416	0.15839999999999999	1.670181311353938	0.0013186012	0.00040665435	2.3021352	0.64713967	0.6412168207575148	0.287191953211259	13.097086	3.8871994	0 vs Rest	0	Rest
ERBB4	0.841	0.15900000000000003	1.665687406750243	0.00046906146	0.00072737376	0.8249345	1.7631986	0.18938264240978445	0.09436960182518427	3.5511222	9.598619	0 vs Rest	0	Rest
PDZRN4	0.8392	0.16080000000000005	1.652287650064279	0.00015821675	7.107181e-05	0.22785647	0.08289068	0.12854160453325483	0.04337099607075854	1.0807939	0.41422388	0 vs Rest	0	Rest
MCC	0.8366	0.1634	1.6331448273358307	0.00051072857	0.00013927571	1.1488249	0.20714153	0.4208171786459951	0.130973074764141	4.942286	1.1971866	0 vs Rest	0	Rest
NFKBIZ	0.8364	0.16359999999999997	1.6316824942171415	0.00011190188	5.3927983e-05	0.12734845	0.057703555	0.08827915299731612	0.03794792402266676	0.56590724	0.2632526	0 vs Rest	0	Rest
FAM162B	0.8358	0.1642	1.627304104058734	5.783139e-05	2.055059e-05	0.0629287	0.016554523	0.05189382642409767	0.010760135440997944	0.3035937	0.07156309	0 vs Rest	0	Rest
VIPR2	0.8352	0.16479999999999995	1.6229385509465737	0.00012492301	2.7018947e-05	0.15269914	0.014101116	0.07933194154488529	0.0104432614482046	0.7647321	0.0630052	0 vs Rest	0	Rest
SLC32A1	0.8336	0.1664	1.6113590945120035	4.4470427e-05	1.2748655e-05	0.082314275	0.01726977	0.06173575902177135	0.012810762851503434	0.46515942	0.09509576	0 vs Rest	0	Rest
ISL1	0.8336	0.1664	1.6113590945120035	5.176924e-05	1.6222082e-05	0.058156844	0.01769505	0.03996421115419018	0.006572871964799962	0.29507616	0.06833263	0 vs Rest	0	Rest
LINC02223	0.8316	0.1684	1.5970094068182226	0.00010578549	3.8579146e-05	0.11512062	0.03168672	0.068893528183716	0.022004635413835995	0.6620056	0.15989172	0 vs Rest	0	Rest
ASCL1	0.8314	0.16859999999999997	1.5955819339667077	0.0016180145	0.00031693338	2.6785176	0.5660342	0.6042350134208077	0.2611811251742512	15.601198	3.049226	0 vs Rest	0	Rest
AC084364.3	0.8304	0.16959999999999997	1.5884647421339484	1.8192755e-05	6.12096e-06	0.006561287	0.0012991844	0.005368326871458396	0.000991362920310719	0.04146302	0.008211907	0 vs Rest	0	Rest
PRDM1	0.83	0.17000000000000004	1.5856272169650467	3.728386e-05	1.4908729e-05	0.014912018	0.012829113	0.009543692215926042	0.008709508030492454	0.075991854	0.056112275	0 vs Rest	0	Rest
LHX6	0.8298	0.17020000000000002	1.5842104450561856	1.2432354e-05	1.3581117e-05	0.010736652	0.016758163	0.006859528780196841	0.009325148930776662	0.04639642	0.09506422	0 vs Rest	0	Rest
LHFPL2	0.828	0.17200000000000004	1.571518631509568	0.0001291857	6.843803e-05	0.21026008	0.098471984	0.1458395466746211	0.06469661578575052	0.9240998	0.47256047	0 vs Rest	0	Rest
IGF1	0.8268	0.17320000000000002	1.5631157860373828	3.5982288e-05	1.5087125e-05	0.039069474	0.015065435	0.009543692215926042	0.00806217973092891	0.12431483	0.06735085	0 vs Rest	0	Rest
AC091078.1	0.8262	0.17379999999999995	1.5589316166975822	0.0005630757	0.00020508883	1.4452769	0.31226125	0.42886966895318285	0.1503476560377911	5.941223	1.7028369	0 vs Rest	0	Rest
BCHE	0.8258	0.17420000000000002	1.5561485037377774	0.00030143923	0.00011469739	0.56457007	0.16503607	0.32627497763197605	0.11032194397666627	2.888473	0.91120315	0 vs Rest	0	Rest
KIAA1958	0.825	0.17500000000000004	1.5505973673895233	0.0009839569	0.0004935524	1.9943421	0.8470318	0.657620041753635	0.3530474224563669	9.397663	4.610891	0 vs Rest	0	Rest
BBOX1-AS1	0.825	0.17500000000000004	1.5505973673895233	9.481202e-05	4.0544084e-05	0.03936773	0.010293944	0.022666269012824317	0.007070816810618168	0.2035189	0.057475384	0 vs Rest	0	Rest
HLA-DRA	0.8246	0.1754	1.5478292954492676	1.4612715e-05	4.623722e-06	0.0074560093	0.002820168	0.006263048016701463	0.0015888967352925085	0.041248508	0.014538161	0 vs Rest	0	Rest
AC007405.2	0.8246	0.1754	1.5478292954492676	2.5619009e-05	5.6827876e-06	0.031315263	0.0047259177	0.02564867283030119	0.004114835134988275	0.16874191	0.02611729	0 vs Rest	0	Rest
ID3	0.8242	0.17579999999999996	1.5450661889037984	0.00014609713	8.342086e-05	0.25320733	0.12053306	0.1148225469728609	0.034643380954964755	1.4055724	0.64330274	0 vs Rest	0	Rest
TNS3	0.8242	0.17579999999999996	1.5450661889037984	0.00034356082	0.00010353347	0.6668675	0.16938837	0.3083805547271144	0.10020913683523301	2.6786425	0.8089083	0 vs Rest	0	Rest
GRAMD1C	0.823	0.17700000000000005	1.5368064237567352	0.00046332923	0.00011791513	1.0548792	0.15719853	0.3915896212347211	0.09545150017200725	4.3210244	0.72927785	0 vs Rest	0	Rest
PCDH19	0.8228	0.17720000000000002	1.5354340753280362	0.000269502	7.4463656e-05	0.58783334	0.099753164	0.30152102594691743	0.0685851123544574	2.522819	0.43980286	0 vs Rest	0	Rest
LINC01162	0.8224	0.17759999999999998	1.5326930199960593	4.724901e-05	1.6120468e-05	0.011631373	0.0052510197	0.007456009543692219	0.004309486301989937	0.06593338	0.03167821	0 vs Rest	0	Rest
SLC25A21	0.8222	0.17779999999999996	1.531324307303497	0.00018304355	8.0219594e-05	0.15090965	0.044845134	0.08619147032508226	0.03167381896535857	0.72310513	0.31980804	0 vs Rest	0	Rest
LGALS1	0.8214	0.17859999999999998	1.5258614892633562	0.00035514374	0.00014771854	0.49448204	0.2737816	0.17954070981211054	0.07790120774258168	3.3431141	1.5625266	0 vs Rest	0	Rest
SLC16A12	0.821	0.17900000000000005	1.5231372599260207	1.602498e-05	7.4101868e-06	0.008648969	0.007899169	0.006859528780196841	0.004725949263946982	0.05567512	0.030087834	0 vs Rest	0	Rest
ANOS1	0.8206	0.1794	1.5204177868282365	0.00022806365	5.0527353e-05	0.39695826	0.054839112	0.181031911720849	0.03461622032701104	1.8501688	0.24848968	0 vs Rest	0	Rest
SLC2A13	0.817	0.18300000000000005	1.4961528996136764	0.00026479756	0.00014106264	0.48642966	0.20376545	0.25350432448553867	0.1123589910731949	2.2349143	0.9176158	0 vs Rest	0	Rest
FANK1	0.8162	0.18379999999999996	1.4908111708950553	0.000109693596	4.334028e-05	0.14285715	0.030659258	0.09662988368625156	0.023385300668149846	0.69996643	0.21982756	0 vs Rest	0	Rest
CHST9	0.8158	0.18420000000000003	1.4881470610313428	0.00020396891	6.100892e-05	0.29376706	0.05451352	0.13301521025947025	0.03206764807068744	1.3299704	0.26037902	0 vs Rest	0	Rest
CDH10	0.8152	0.18479999999999996	1.4841592808553072	0.00040942468	0.00016855293	0.7342701	0.1926442	0.3435729197733423	0.11090589747767114	3.437836	1.0236638	0 vs Rest	0	Rest
DELEC1	0.814	0.18600000000000005	1.4762136508109116	0.00015521716	4.4030603e-05	0.23829474	0.06494398	0.1252609603340302	0.038966447570931075	1.4277294	0.30676717	0 vs Rest	0	Rest
AC008056.2	0.8138	0.18620000000000003	1.4748932293069628	7.618543e-05	2.2722566e-05	0.085594885	0.014028699	0.06829704742022061	0.010841617324859089	0.5882723	0.0990797	0 vs Rest	0	Rest
GPR17	0.8138	0.18620000000000003	1.4748932293069628	7.038791e-06	3.493244e-06	0.0050700866	0.004300425	0.0038771249627199515	0.0019102974994115013	0.014535748	0.013376259	0 vs Rest	0	Rest
ADGRV1	0.8132	0.18679999999999997	1.4709385147233582	0.0040738224	0.0013122088	8.741934	2.7288158	0.8449150014911521	0.5365491516834399	45.41937	13.336864	0 vs Rest	0	Rest
RCAN2	0.8126	0.1874	1.4669935726936907	9.590963e-05	3.756074e-05	0.14196247	0.034823705	0.0841037876528484	0.02458036829811331	0.6805618	0.17402102	0 vs Rest	0	Rest
ZCCHC24	0.8124	0.1876	1.46568075213841	4.2211665e-05	1.6957774e-05	0.074560024	0.024729362	0.05934983596778985	0.016921071215165652	0.3711477	0.10596241	0 vs Rest	0	Rest
SEMA5A	0.8112	0.18879999999999997	1.4578263384868346	0.0006258244	0.00030522037	1.3996494	0.61469066	0.4402028034595952	0.17459304325780745	6.057426	3.2303016	0 vs Rest	0	Rest
DAPL1	0.811	0.18899999999999995	1.4565209984761756	3.6699243e-05	1.4193894e-05	0.011631372	0.004160085	0.007754249925439908	0.003259275354446147	0.05241598	0.024913564	0 vs Rest	0	Rest
TNC	0.811	0.18899999999999995	1.4565209984761756	0.00029023763	7.9566125e-05	0.54041207	0.1315128	0.1974351327169722	0.049323700363947766	3.0700781	0.54331416	0 vs Rest	0	Rest
COL5A2	0.8104	0.1896	1.4526113227105228	0.00015074587	6.253577e-05	0.31136346	0.07923004	0.1717864598866705	0.03944175856012109	1.295947	0.3190355	0 vs Rest	0	Rest
MSN	0.8104	0.1896	1.4526113227105228	0.00021599223	0.0001214386	0.4542204	0.19823016	0.31494184312556367	0.13969163633728354	2.224493	1.0830112	0 vs Rest	0	Rest
MT3	0.8094	0.1906	1.4461162011105986	0.0004155478	8.511132e-05	0.71220374	0.14693066	0.26990754548166185	0.08812265739582979	4.2396283	0.77161604	0 vs Rest	0	Rest
SLC4A4	0.8088	0.19120000000000004	1.4422316271517028	0.00022952695	9.505271e-05	0.47718406	0.123814516	0.2329257381449478	0.0777880384594412	2.1398292	0.65344137	0 vs Rest	0	Rest
MIR99AHG	0.8086	0.19140000000000001	1.4409388383082682	0.006906478	0.0029409064	15.323521	6.161328	0.9358783179241819	0.6688485704476085	73.59228	31.86975	0 vs Rest	0	Rest
PDLIM5	0.8084	0.1916	1.4396470801707542	0.00048464333	0.00020176623	0.9448285	0.29680142	0.4321503131524075	0.17865355713688785	4.403721	1.5786569	0 vs Rest	0	Rest
SPATS2L	0.8084	0.1916	1.4396470801707542	0.00043797435	0.00023664959	0.9674972	0.44282842	0.456009543692223	0.23677277418651255	4.568026	2.1262667	0 vs Rest	0	Rest
SEC61G-DT	0.808	0.19199999999999995	1.4370666467862199	8.165672e-05	2.8542358e-05	0.03519237	0.009719011	0.01789442290486132	0.008202509642023105	0.18246885	0.066902444	0 vs Rest	0	Rest
AC012409.2	0.8078	0.19220000000000004	1.435777966943287	0.00022088265	4.144701e-05	0.33611688	0.06643801	0.12436623918878711	0.026001774494357734	2.046217	0.28581932	0 vs Rest	0	Rest
LGR4	0.8074	0.1926	1.4332036695191714	0.00020488913	7.348283e-05	0.40202814	0.052802607	0.19445272889949525	0.03276929762615841	1.6492386	0.22892551	0 vs Rest	0	Rest
TUBB6	0.8062	0.19379999999999997	1.4255051120306839	0.0002846725	0.00012520672	0.68535846	0.23109996	0.32657321801372374	0.12759610335522908	2.8773017	1.1403683	0 vs Rest	0	Rest
RFTN2	0.8058	0.19420000000000004	1.422946977816745	0.0005124915	0.00021158827	1.0584605	0.35637784	0.4214136594094905	0.16687489814762674	5.0817523	1.77231	0 vs Rest	0	Rest
VEPH1	0.8052	0.19479999999999997	1.4191172636417757	0.0007401393	0.00023428659	1.5741158	0.33865786	0.5293766776021503	0.18556141017978273	7.8883076	2.1772087	0 vs Rest	0	Rest
HIBADH	0.8048	0.19520000000000004	1.416569086562423	0.00038825787	0.00022127786	0.8994967	0.37692556	0.4357291977333798	0.2210920383145677	4.133041	1.8567494	0 vs Rest	0	Rest
CNTN6	0.8046	0.19540000000000002	1.41529648115847	6.334022e-05	1.7197792e-05	0.043543078	0.011525219	0.026245153593796564	0.008446955293606541	0.26155385	0.054746863	0 vs Rest	0	Rest
MAF	0.8046	0.19540000000000002	1.41529648115847	5.6027704e-05	5.3896565e-05	0.08022657	0.07669198	0.06531464360274367	0.02979520886522661	0.43379176	0.34634662	0 vs Rest	0	Rest
NTN1	0.8044	0.1956	1.4140248616046631	0.0005437374	0.00012978875	1.0653167	0.10158299	0.34178347748285615	0.061908124649169095	4.4690986	0.5619886	0 vs Rest	0	Rest
