Gene	proba_m1	proba_m2	bayes_factor	scale1	scale2	raw_mean1	raw_mean2	non_zeros_proportion1	non_zeros_proportion2	raw_normalized_mean1	raw_normalized_mean2	comparison	group1	group2
NEUROG2-AS1	0.2494	0.7505999999999999	-1.1018148266814294	0.00011983545	0.00022845168	0.09543682	0.27162382	0.05278854756934073	0.17301320006516635	0.45666766	1.5584055	0 vs Rest	0	Rest
AC005229.5	0.2492	0.7508	-1.1028834909897718	8.162748e-06	4.0997365e-05	0.004771846	0.04308873	0.0047718461079630185	0.029768048237272894	0.019458756	0.23800637	0 vs Rest	0	Rest
LINC01748	0.249	0.751	-1.1039527284543647	0.0002851988	0.0006342158	0.383537	1.0587965	0.1610498061437535	0.3539527767214907	1.8365372	5.0518856	0 vs Rest	0	Rest
VWC2L	0.2486	0.7514000000000001	-1.106092927146488	2.1133783e-05	4.046006e-05	0.012824333	0.0123582445	0.011034894124664487	0.009221033190287421	0.06873305	0.07571369	0 vs Rest	0	Rest
MYO5B	0.2482	0.7518	-1.108235431370893	2.2020668e-05	0.00018507431	0.009543691	0.46280742	0.008648971070682975	0.16512303764461211	0.043343164	1.6773261	0 vs Rest	0	Rest
AL583785.1	0.2476	0.7524	-1.1114535295195158	2.042755e-05	4.3807187e-05	0.010438411	0.021583527	0.008648971070682975	0.016418599598021923	0.041230693	0.118754804	0 vs Rest	0	Rest
LINC02232	0.2466	0.7534	-1.1168286772493587	2.211014e-05	8.6828215e-05	0.002385923	0.02703379	0.0014912019087384432	0.013652742318068602	0.015176019	0.15544619	0 vs Rest	0	Rest
AC027288.3	0.2456	0.7544	-1.122218507585216	0.00013774092	0.00026918875	0.07456003	0.4488212	0.056963912913808354	0.25306009741609037	0.45404088	2.3696377	0 vs Rest	0	Rest
AC092535.4	0.2456	0.7544	-1.122218507585216	7.346046e-05	0.0001298392	0.049806125	0.13229126	0.033999403519236436	0.08007405797887888	0.23634288	0.5683875	0 vs Rest	0	Rest
AC112196.1	0.2452	0.7548	-1.1243785818978482	9.756599e-05	0.00025623557	0.14882195	0.30320698	0.11899791231732862	0.213849204193577	0.8755764	2.2965856	0 vs Rest	0	Rest
SATB2-AS1	0.2448	0.7552	-1.126541036584973	6.6007287e-06	6.2894e-05	0.0035788848	0.12641911	0.003578884580972263	0.057802343056832496	0.020168344	0.49417442	0 vs Rest	0	Rest
ESAM	0.2444	0.7556	-1.1287058806479005	3.4802135e-06	8.351146e-06	0.0026841634	0.01261607	0.0026841634357291973	0.005735419269560253	0.015649512	0.050067037	0 vs Rest	0	Rest
CACNA2D1	0.2442	0.7558	-1.1297892015197577	0.00069490727	0.0023024804	0.92633915	4.6787467	0.3999403519236565	0.6776621942186971	5.2867136	23.541714	0 vs Rest	0	Rest
MYT1L	0.2438	0.7562	-1.1319576466164498	0.00017878553	0.002151455	0.23054044	5.4128532	0.11124366239188857	0.5316602386517112	1.3195559	21.989943	0 vs Rest	0	Rest
AL445207.1	0.2438	0.7562	-1.1319576466164498	5.508735e-06	1.7649452e-05	0.00089472113	0.005237439	0.000894721145243066	0.0040016658518477735	0.0034503595	0.04086495	0 vs Rest	0	Rest
KLHL35	0.2438	0.7562	-1.1319576466164498	1.2558726e-05	8.202413e-05	0.016104976	0.18526648	0.015508499850879822	0.11868741738641052	0.07854497	0.8559604	0 vs Rest	0	Rest
FCER1G	0.2426	0.7574	-1.138477490940693	4.5716833e-06	1.4956552e-05	0.003280644	0.018057233	0.002982403817476886	0.007328842776178511	0.012335772	0.079443716	0 vs Rest	0	Rest
GNG8	0.2426	0.7574	-1.138477490940693	5.055809e-06	3.576011e-05	0.0020876825	0.040214147	0.0020876826722338203	0.030415376536836437	0.014813466	0.29190236	0 vs Rest	0	Rest
AC093898.1	0.2414	0.7585999999999999	-1.1450192923485252	2.7035898e-05	6.4735905e-05	0.009841933	0.018224798	0.007456009543692219	0.011185651945606147	0.06283922	0.10549568	0 vs Rest	0	Rest
BCL11B	0.2408	0.7592	-1.1482985055045736	0.0005700905	0.0023833918	0.923955	5.101465	0.3898001789442349	0.6674588516506264	5.120591	23.81209	0 vs Rest	0	Rest
RNASE6	0.2408	0.7592	-1.1482985055045736	8.9688405e-07	2.6333319e-06	0.0	0.0032773751	0.0	0.0018152353015734894	0.0	0.013742616	0 vs Rest	0	Rest
CNTNAP2	0.2406	0.7594	-1.1493928158626552	0.0006474224	0.0046931435	1.478677	12.344166	0.41365940948405044	0.662203270141518	6.0453568	52.61567	0 vs Rest	0	Rest
SLA	0.2392	0.7608	-1.1570704604927435	2.374944e-05	0.0005590874	0.015508495	1.2732235	0.013719057560393688	0.311441867202601	0.093519434	4.989732	0 vs Rest	0	Rest
AC004784.1	0.238	0.762	-1.1636758531217255	2.065524e-05	4.9145496e-05	0.007754249	0.013290731	0.005964807634953774	0.008252304126604916	0.039695516	0.0607115	0 vs Rest	0	Rest
LINC02885	0.2368	0.7632	-1.1703041879972227	1.0315753e-05	2.8228102e-05	0.008052489	0.016151804	0.0050700864897107074	0.011185651945606147	0.030551689	0.08195828	0 vs Rest	0	Rest
AL445433.2	0.2366	0.7634	-1.1714111596007095	2.1717096e-05	9.389359e-05	0.012824332	0.06914226	0.011333134506412176	0.03614626903507032	0.057834417	0.27565742	0 vs Rest	0	Rest
RASGEF1B	0.2364	0.7636000000000001	-1.1725187771143277	0.00014326237	0.000764237	0.21294448	1.5284909	0.14643602743811648	0.3851422311550069	1.2373166	7.6940436	0 vs Rest	0	Rest
MTUS2	0.2362	0.7638	-1.1736270417835848	5.7712525e-05	0.00015301211	0.057858583	0.23239337	0.033999403519236436	0.08940826045230564	0.25299093	0.8309661	0 vs Rest	0	Rest
MPPED1	0.2348	0.7652	-1.1814031200911983	0.0002170814	0.0005316962	0.390695	1.2035892	0.18401431553832595	0.39553569811862854	1.4509032	5.0312743	0 vs Rest	0	Rest
NEUROG2	0.234	0.766	-1.1858610247026784	0.00013919821	0.0005448546	0.08171777	1.0196954	0.05338502833283611	0.365432668803261	0.353553	5.303318	0 vs Rest	0	Rest
AC093765.2	0.234	0.766	-1.1858610247026784	8.037846e-06	2.0551935e-05	0.0014912018	0.008007808	0.0014912019087384432	0.005988918463794976	0.0049125184	0.04608459	0 vs Rest	0	Rest
LYPD6B	0.2338	0.7662	-1.1869771535084044	1.8946366e-05	5.375114e-05	0.012227853	0.048995633	0.010438413361169109	0.03185036304705772	0.048821118	0.24176578	0 vs Rest	0	Rest
AC015687.1	0.2334	0.7666	-1.1892114032937111	5.001513e-05	0.00011418834	0.015508496	0.025675755	0.010438413361169109	0.012896771506690198	0.113720626	0.1504908	0 vs Rest	0	Rest
SOX5	0.233	0.767	-1.1914483179209112	0.004819563	0.00984526	9.364142	21.26397	0.9358783179241819	0.9584895069495781	47.05713	99.86848	0 vs Rest	0	Rest
AC008571.2	0.2324	0.7676000000000001	-1.1948087091541484	2.2582502e-05	6.4062246e-05	0.009245452	0.025182264	0.005964807634953774	0.014616944610425488	0.033447523	0.11355857	0 vs Rest	0	Rest
AC117453.1	0.232	0.768	-1.1970523313987482	9.201271e-06	3.094545e-05	0.0029824039	0.008528437	0.002982403817476886	0.005586035815814791	0.019500397	0.04307572	0 vs Rest	0	Rest
TFAP2C	0.2318	0.7682	-1.198175154882959	8.067932e-05	0.00037217588	0.11094525	0.579953	0.0790337011631376	0.27660383508063574	0.6604745	3.5735233	0 vs Rest	0	Rest
SNCB	0.2308	0.7692	-1.203799448753645	1.313117e-05	0.00016736705	0.0074560083	0.27030334	0.006859528780196841	0.17112553642238315	0.0715838	1.7476335	0 vs Rest	0	Rest
AC091938.1	0.2304	0.7696000000000001	-1.2060539401207468	1.2380013e-05	0.00010121576	0.010438411	0.10208991	0.008648971070682975	0.07901932026000962	0.06942874	0.9459541	0 vs Rest	0	Rest
AL158077.2	0.2298	0.7702	-1.209440825433694	1.0877378e-05	6.6619374e-05	0.0029824039	0.098514	0.002982403817476886	0.049554565701554344	0.014734248	0.37777898	0 vs Rest	0	Rest
AC020718.1	0.229	0.771	-1.213966339311137	6.9132625e-06	4.3492364e-05	0.0026841636	0.027667511	0.0020876826722338203	0.014087312365328043	0.028405434	0.104580924	0 vs Rest	0	Rest
NRN1	0.2278	0.7722	-1.2207755018689117	4.6081124e-05	0.0005695602	0.033402942	1.3908864	0.028332836266030375	0.3951056548426947	0.18463598	6.1761007	0 vs Rest	0	Rest
LINC01374	0.2278	0.7722	-1.2207755018689117	1.1813444e-05	3.8089947e-05	0.024455728	0.04372146	0.023859230539815066	0.03399605265540121	0.09836254	0.25691468	0 vs Rest	0	Rest
LYL1	0.2278	0.7722	-1.2207755018689117	2.412079e-06	6.8448103e-06	0.0032806443	0.009488143	0.0032806441992245744	0.007156825465804949	0.011859056	0.041930772	0 vs Rest	0	Rest
LINC02197	0.2276	0.7724	-1.2219128173121132	5.842314e-06	4.7666697e-05	0.0056665665	0.050291006	0.0044736057262153295	0.022181179495535143	0.023036903	0.25634927	0 vs Rest	0	Rest
RASGRP1	0.226	0.774	-1.2310368429895513	8.3571744e-05	0.0002488706	0.12615544	0.33969066	0.09901580674023311	0.2149129954550975	0.73731977	2.1508274	0 vs Rest	0	Rest
AC068722.1	0.2256	0.7744	-1.2333249849254464	1.2493779e-05	7.05481e-05	0.012526092	0.101348214	0.012526096033402932	0.05595994712730549	0.07581995	0.42796367	0 vs Rest	0	Rest
CDHR3	0.225	0.775	-1.2367625956077093	0.00020974777	0.0005055853	0.33015248	1.1029469	0.1911720847002706	0.3491091314030782	1.4638937	4.39927	0 vs Rest	0	Rest
ADGRF5	0.2248	0.7752	-1.2379099109729326	3.7820373e-06	1.564308e-05	0.0020876825	0.026033951	0.0020876826722338203	0.01693917830046813	0.011482623	0.13189875	0 vs Rest	0	Rest
CDK15	0.2242	0.7758	-1.2413562126546953	2.9567764e-05	7.240551e-05	0.035788853	0.03212599	0.01819266328660901	0.021687761421042652	0.13358836	0.16207685	0 vs Rest	0	Rest
SYN3	0.2234	0.7766	-1.245961498776352	0.00017491149	0.0005913684	0.24306676	0.95686436	0.15269907545481806	0.29931012004994156	1.1397569	4.769527	0 vs Rest	0	Rest
LINC02133	0.2226	0.7774	-1.2505785475164402	1.36898e-05	4.3530465e-05	0.008350729	0.019646237	0.007456009543692219	0.01399677693881566	0.042084616	0.1085419	0 vs Rest	0	Rest
AC090993.1	0.2224	0.7776000000000001	-1.2517346586658566	4.667008e-06	1.6560345e-05	0.0011929615	0.004069551	0.0011929615269907546	0.003060097416118884	0.011178934	0.02157407	0 vs Rest	0	Rest
PDE1A	0.2222	0.7778	-1.2528915123683935	0.00040985565	0.0017884459	0.36653662	3.8390346	0.1458395466746211	0.5114844188531791	2.2389371	16.26975	0 vs Rest	0	Rest
AC073225.1	0.2218	0.7782	-1.2552074533986919	9.3367435e-06	4.594899e-05	0.007754248	0.042134065	0.007754249925439908	0.026449924855594033	0.049073968	0.25300962	0 vs Rest	0	Rest
LINC00607	0.2202	0.7798	-1.2645012196704586	1.3707346e-05	3.6354904e-05	0.005368327	0.012765613	0.0041753653444676405	0.00794901044778843	0.02040999	0.058298074	0 vs Rest	0	Rest
CACNA1A	0.219	0.781	-1.271503387165183	0.00020400668	0.00073725556	0.2913812	1.4722859	0.17476886370414743	0.4176308689589758	1.3081433	6.8357363	0 vs Rest	0	Rest
AC099792.1	0.2186	0.7814	-1.2738435739304217	0.00059525395	0.0015563673	0.7193586	2.4501512	0.3045034297643944	0.6347031343380443	3.7753608	14.690849	0 vs Rest	0	Rest
FSTL5	0.218	0.782	-1.2773596446723872	0.00079099543	0.0017090074	1.234423	3.1349475	0.35073068893528697	0.6568662067485476	6.3983064	16.930328	0 vs Rest	0	Rest
AC103409.1	0.218	0.782	-1.2773596446723872	6.974717e-06	1.8173703e-05	0.0020876825	0.0069304407	0.0020876826722338203	0.005155992539880886	0.0079646	0.03451862	0 vs Rest	0	Rest
AL136119.1	0.2178	0.7822	-1.2785332186933265	5.798815e-06	2.4740513e-05	0.0011929615	0.0062831203	0.0011929615269907546	0.004205370561500676	0.010679867	0.027348239	0 vs Rest	0	Rest
SLC38A5	0.2172	0.7827999999999999	-1.282058614196281	6.567356e-06	1.787968e-05	0.005964807	0.028916914	0.005964807634953774	0.021044959892804728	0.038890347	0.17321941	0 vs Rest	0	Rest
SLC8A3	0.2172	0.7827999999999999	-1.282058614196281	2.7192116e-05	8.0494305e-05	0.014017295	0.09827109	0.011034894124664487	0.06020605863073628	0.06816851	0.38848302	0 vs Rest	0	Rest
RAP1GAP2	0.2172	0.7827999999999999	-1.282058614196281	9.805081e-05	0.00020648105	0.12198014	0.323886	0.08261258574410993	0.17993010665071246	0.6404881	1.4275515	0 vs Rest	0	Rest
PLPP4	0.2168	0.7832	-1.2844127882934802	1.1115467e-05	2.6533398e-05	0.013719057	0.026676212	0.005666567253206085	0.017939594763429968	0.045963865	0.09817727	0 vs Rest	0	Rest
TMEM108	0.2154	0.7846	-1.2926772353732576	0.00042555179	0.0011099542	0.6003587	2.771525	0.2573814494482587	0.5605998877367495	2.7467346	11.20174	0 vs Rest	0	Rest
PRDM8	0.2152	0.7847999999999999	-1.2938610462372233	2.9751345e-05	0.00031561175	0.030420542	0.81165004	0.02564867283030119	0.27915240733695934	0.124922	2.9435692	0 vs Rest	0	Rest
GGT5	0.2136	0.7864	-1.3033604276466135	1.7063486e-06	4.313727e-06	0.0011929615	0.0068897414	0.0011929615269907546	0.0035987832038676185	0.005337959	0.022852138	0 vs Rest	0	Rest
AL713851.1	0.212	0.788	-1.312911780706412	8.512323e-06	2.2445365e-05	0.0026841634	0.006237845	0.0026841634357291973	0.00458561935285276	0.02518764	0.03300777	0 vs Rest	0	Rest
AC073332.1	0.2112	0.7888	-1.3177072167853203	1.6564565e-05	4.3564636e-05	0.016104976	0.026766289	0.013420817178645999	0.0200943379144247	0.07342359	0.14086771	0 vs Rest	0	Rest
MEF2C-AS1	0.2104	0.7896	-1.3225159723918414	7.54592e-05	0.00019395114	0.059051562	0.2617905	0.04115717268118093	0.12554094917339798	0.26754603	1.1032184	0 vs Rest	0	Rest
SERPINI1	0.2098	0.7902	-1.3261313470056766	3.3022334e-05	0.00015900105	0.037578296	0.35754678	0.03220996122875031	0.15397812664093768	0.17243075	1.3455807	0 vs Rest	0	Rest
LINC02058	0.2094	0.7906	-1.3285458173192792	5.1256357e-06	3.2734566e-05	0.0029824039	0.032311562	0.0026841634357291973	0.022733445597260683	0.015858369	0.20234929	0 vs Rest	0	Rest
AC013652.1	0.2094	0.7906	-1.3285458173192792	6.292261e-05	0.0001524815	0.0345959	0.14562963	0.02117506710408588	0.0705904720517067	0.17743003	0.6675974	0 vs Rest	0	Rest
LINC01707	0.209	0.791	-1.330963680598179	7.3592937e-06	1.7874927e-05	0.0017894421	0.0065909303	0.0014912019087384432	0.005015662628786665	0.012590148	0.038823407	0 vs Rest	0	Rest
CHST8	0.2088	0.7912	-1.3321738890463288	3.0031464e-05	0.00016504977	0.024157481	0.22189702	0.020578586340590507	0.1299138102739461	0.11712126	1.4472989	0 vs Rest	0	Rest
LINC02645	0.2078	0.7922	-1.3382377710225701	2.0438489e-05	6.570957e-05	0.0038771252	0.016332727	0.0026841634357291973	0.008166295471418152	0.044497762	0.083418615	0 vs Rest	0	Rest
CDH18-AS1	0.2074	0.7926	-1.3406693493616055	1.94582e-06	9.243337e-06	0.0	0.0074374373	0.0	0.004870805946366823	0.0	0.03279161	0 vs Rest	0	Rest
TRPC6	0.2074	0.7926	-1.3406693493616055	2.7752758e-05	0.00010068544	0.024753967	0.11628855	0.021771547867581256	0.07416209462762023	0.12096239	0.7735632	0 vs Rest	0	Rest
KLHL1	0.2062	0.7938000000000001	-1.3479849328671332	3.5713863e-05	0.00032569814	0.015806736	0.9483684	0.013719057560393688	0.12177014865915718	0.08042738	2.9367306	0 vs Rest	0	Rest
NAALADL2-AS2	0.2038	0.7962	-1.3627112532695387	2.2660517e-05	5.8608715e-05	0.010438411	0.030170374	0.009543692215926042	0.021660600793088937	0.06970764	0.21381977	0 vs Rest	0	Rest
AC069228.1	0.2032	0.7968	-1.3664129539036651	0.0002946306	0.0006382936	0.28571504	0.91628397	0.19445272889949525	0.4269514911184257	1.6838268	5.139319	0 vs Rest	0	Rest
NDST3	0.2024	0.7976	-1.3713612443648175	6.5865956e-05	0.00029126555	0.07217408	0.45553806	0.05666567253206067	0.18500009053540595	0.40540597	2.2932298	0 vs Rest	0	Rest
CCR1	0.2014	0.7986	-1.3775671772141407	6.701202e-07	3.044921e-06	0.0	0.003539928	0.0	0.0017744943596429128	0.0	0.013515017	0 vs Rest	0	Rest
TG	0.2	0.8	-1.386294323619892	8.660739e-06	9.868667e-05	0.007456008	0.19257335	0.006561288398449152	0.12283846669200331	0.0463967	0.8807923	0 vs Rest	0	Rest
AC022655.1	0.2	0.8	-1.386294323619892	1.4499936e-05	3.8243204e-05	0.00924545	0.015531602	0.008947211452430664	0.01128071414344415	0.0561569	0.09257311	0 vs Rest	0	Rest
LINC02147	0.1994	0.8006	-1.3900485513709173	5.8616383e-06	2.5806728e-05	0.0044736057	0.05402273	0.0044736057262153295	0.007976171075742146	0.023541445	0.16529652	0 vs Rest	0	Rest
NEUROD6	0.198	0.802	-1.398841539135758	0.00018912386	0.0033332873	0.114225894	6.067572	0.08708619147032534	0.5639768591457028	0.96164477	33.23196	0 vs Rest	0	Rest
AC023282.1	0.1946	0.8054	-1.4203928396941798	1.1730846e-05	3.94643e-05	0.012227853	0.0345931	0.009841932597673731	0.021570065366576553	0.04718867	0.13511238	0 vs Rest	0	Rest
NPR3	0.1946	0.8054	-1.4203928396941798	1.3400308e-05	0.00012471335	0.007754248	0.2447134	0.007754249925439908	0.09481322541509495	0.057735533	1.1080998	0 vs Rest	0	Rest
LINC01934	0.1942	0.8058	-1.4229469778167452	2.395379e-05	5.055241e-05	0.020578587	0.023480244	0.016403220996122885	0.017287739692540806	0.1208063	0.14743781	0 vs Rest	0	Rest
NFIA-AS2	0.1934	0.8066	-1.4280672601114859	0.0003954717	0.0019538745	0.33402938	2.156512	0.15836564270802425	0.5262462201462043	2.154669	17.833618	0 vs Rest	0	Rest
AC019330.1	0.1926	0.8074	-1.4332036695191714	9.787743e-06	5.2566607e-05	0.0032806443	0.025277285	0.0032806441992245744	0.01365726908939422	0.024711654	0.104780525	0 vs Rest	0	Rest
AC103855.3	0.1882	0.8118	-1.4617487364368615	4.846123e-06	1.4165713e-05	0.0014912018	0.0048571983	0.0014912019087384432	0.003960924909917193	0.009905144	0.028927421	0 vs Rest	0	Rest
LMX1B	0.1878	0.8122	-1.4643690075421383	3.4045233e-06	1.5339969e-05	0.0020876825	0.0031506268	0.0020876826722338203	0.0020596809531569487	0.007039463	0.023484731	0 vs Rest	0	Rest
LRRC3B	0.1868	0.8132	-1.470938514723358	0.00019764135	0.0005756068	0.3668358	1.1447512	0.21503131524008615	0.42960870588656414	1.8937999	5.816793	0 vs Rest	0	Rest
SYT1	0.1864	0.8136	-1.4735739011258442	0.0009598111	0.0040034563	1.3924911	9.024582	0.4261855055174536	0.7794149600772129	6.9448676	41.626404	0 vs Rest	0	Rest
IL1RN	0.183	0.817	-1.4961528996136768	6.0523826e-07	2.0861232e-06	0.0	0.0015028906	0.0	0.0006518550708892401	0.0	0.0060883565	0 vs Rest	0	Rest
AC005537.1	0.1824	0.8176	-1.5001710992155688	1.735775e-05	4.4911172e-05	0.008648969	0.021927599	0.007754249925439908	0.015232585510709697	0.03773973	0.11231955	0 vs Rest	0	Rest
SPON2	0.1796	0.8204	-1.5190598268400164	1.069915e-05	2.7768201e-05	0.00835073	0.0329364	0.007456009543692219	0.0226429101707483	0.03976327	0.14519548	0 vs Rest	0	Rest
LINC01793	0.1796	0.8204	-1.5190598268400164	1.1487659e-05	5.1990282e-05	0.0020876825	0.03828654	0.0020876826722338203	0.025200535969723138	0.0076747425	0.15695602	0 vs Rest	0	Rest
TSHZ3	0.1788	0.8212	-1.5244987786542563	0.00012341545	0.00031098165	0.10438397	0.5278324	0.07277065314643602	0.242164158835325	0.51068926	2.33674	0 vs Rest	0	Rest
AF279873.3	0.1786	0.8214	-1.5258614892633562	1.634197e-05	5.2800937e-05	0.00984193	0.019800125	0.008648971070682975	0.013245332898762875	0.047099333	0.10605507	0 vs Rest	0	Rest
NREP-AS1	0.1786	0.8214	-1.5258614892633562	1.1088864e-05	5.0270588e-05	0.002385923	0.027423065	0.0020876826722338203	0.01782189870896387	0.015797682	0.12803091	0 vs Rest	0	Rest
NEUROD2	0.1778	0.8222	-1.5313243073034968	6.87718e-05	0.0011999103	0.03161351	2.0581665	0.028631076647778062	0.48693121118287985	0.297161	11.885173	0 vs Rest	0	Rest
SORBS2	0.1776	0.8224	-1.5326930199960593	0.0006495987	0.002191443	1.3059988	4.9619823	0.49985087980913406	0.7319517627275137	6.3943706	24.677431	0 vs Rest	0	Rest
EYS	0.1746	0.8254	-1.5533704287545507	2.455659e-05	0.00016795659	0.02713989	0.24803331	0.023262749776319692	0.10688159776919569	0.11719866	1.1802546	0 vs Rest	0	Rest
AC024610.2	0.1742	0.8258	-1.5561485037377774	2.4849992e-06	7.631742e-06	0.00089472113	0.0036349837	0.000894721145243066	0.0026526879968131185	0.007928296	0.019880317	0 vs Rest	0	Rest
AC006041.2	0.174	0.8260000000000001	-1.557539428941724	7.3863775e-06	3.4128527e-05	0.0038771247	0.014078479	0.0020876826722338203	0.009587701667662575	0.012511398	0.067287035	0 vs Rest	0	Rest
LINC01122	0.1726	0.8274	-1.5673114295266104	0.0005047589	0.0016694741	0.65046376	3.9348788	0.30569639129138515	0.60089267930658	3.5223196	16.78054	0 vs Rest	0	Rest
SMPD4P1	0.1706	0.8294	-1.5813808661949655	6.7643978e-06	1.9380828e-05	0.002385923	0.00609299	0.002385923053981509	0.004639940608760201	0.015640803	0.032366972	0 vs Rest	0	Rest
CRHR2	0.1704	0.8296	-1.5827949958886598	8.99717e-06	5.374677e-05	0.005070086	0.08531146	0.0050700864897107074	0.05779328951418126	0.019213112	0.4420275	0 vs Rest	0	Rest
FYB1	0.168	0.832	-1.5998684139133728	5.3071153e-06	1.6566972e-05	0.0032806443	0.019772772	0.0032806441992245744	0.01005848588552697	0.012142775	0.087785125	0 vs Rest	0	Rest
LGALSL-DT	0.1664	0.8336	-1.6113590945120035	3.8144495e-05	8.972293e-05	0.0345959	0.059578177	0.028332836266030375	0.04144711825737039	0.1585796	0.28988945	0 vs Rest	0	Rest
PPP2R2B	0.1654	0.8346	-1.6185857370901586	0.00047797957	0.0020450035	0.8634097	5.479772	0.33641515061139765	0.6478217176398495	4.386004	22.28344	0 vs Rest	0	Rest
LINC00907	0.1654	0.8346	-1.6185857370901586	5.710848e-05	0.00015608344	0.028332852	0.111147426	0.018789144050104383	0.05582414398753691	0.13592902	0.50848526	0 vs Rest	0	Rest
AC104009.1	0.164	0.836	-1.6287621362466176	6.6421753e-06	5.594079e-05	0.0035788848	0.06882879	0.003578884580972263	0.04438499284769724	0.012583139	0.35460916	0 vs Rest	0	Rest
LAMB1	0.1636	0.8364	-1.6316824942171415	3.2956974e-05	8.025203e-05	0.051595554	0.14026292	0.03668356695496562	0.09292103500098613	0.25450847	0.64028317	0 vs Rest	0	Rest
LPAR5	0.162	0.838	-1.6434217154544801	5.2887735e-06	2.220191e-05	0.0032806443	0.011167685	0.0032806441992245744	0.005857642095351994	0.010512605	0.046258118	0 vs Rest	0	Rest
GAS2	0.1602	0.8398	-1.6567406831014604	6.015445e-05	0.00014455346	0.09305085	0.18796143	0.0739636146734268	0.12260307458307111	0.42106652	1.0271162	0 vs Rest	0	Rest
OSTN	0.16	0.84	-1.6582280260082962	3.8362787e-06	1.5154915e-05	0.0014912018	0.007980655	0.0014912019087384432	0.00547739330399991	0.0029782155	0.02968321	0 vs Rest	0	Rest
KC6	0.1596	0.8404	-1.6612072331975933	2.0876112e-05	6.326856e-05	0.0041753654	0.010773792	0.002982403817476886	0.006278631828634659	0.024403425	0.07685714	0 vs Rest	0	Rest
NFIA	0.1594	0.8406	-1.6626991053759113	0.00427716	0.011408951	9.011603	23.457418	0.9024753951684463	0.9649356293173389	44.113888	118.59896	0 vs Rest	0	Rest
LINC01725	0.1574	0.8426	-1.6777019618972413	4.087552e-05	0.00011392913	0.022368034	0.06594496	0.017297942141365947	0.038740109004650115	0.092344336	0.34597248	0 vs Rest	0	Rest
ST3GAL1	0.1568	0.8432	-1.6822330179548648	8.769582e-05	0.0002890892	0.09275261	0.513248	0.07545481658216527	0.2433682800079397	0.4893539	2.4706893	0 vs Rest	0	Rest
HECW1	0.1554	0.8446	-1.692860652056158	0.00033158256	0.0012814847	0.26782036	2.3841515	0.14941843125559343	0.577611494378635	1.5926359	11.95959	0 vs Rest	0	Rest
NPSR1-AS1	0.1524	0.8476	-1.7159001293228202	1.355208e-05	7.0702874e-05	0.011631371	0.071231596	0.011034894124664487	0.04414507396743942	0.058125034	0.39947134	0 vs Rest	0	Rest
LINC02694	0.1506	0.8493999999999999	-1.7299028478853335	2.3093971e-05	9.126107e-05	0.014912015	0.049973786	0.012526096033402932	0.03405490068263426	0.10085163	0.29311177	0 vs Rest	0	Rest
MYO1D	0.1474	0.8526	-1.7551404684621004	0.00020731804	0.00047795507	0.22397932	0.90455025	0.14852371011035034	0.35351367990290566	1.2593412	4.0362964	0 vs Rest	0	Rest
FABP6	0.1456	0.8544	-1.7695362754661483	3.2785385e-05	0.00012977059	0.0068595274	0.07670229	0.0041753653444676405	0.050319590055583986	0.044803005	0.4318566	0 vs Rest	0	Rest
PAPPA2	0.145	0.855	-1.7743676692465775	4.7067097e-05	0.00016329982	0.07426179	0.24802081	0.05606919176856529	0.1463097760153388	0.37271595	1.3673698	0 vs Rest	0	Rest
DOK6	0.1444	0.8556	-1.779215693185154	0.00032382985	0.0017844457	0.45004448	4.443764	0.23889054577990168	0.6028527712905971	2.223516	18.54907	0 vs Rest	0	Rest
RBFOX3	0.142	0.858	-1.7987769831191807	7.253725e-05	0.0007677822	0.043841336	1.5911587	0.03608708619147025	0.43221159939879517	0.27597815	7.5946536	0 vs Rest	0	Rest
HCK	0.142	0.858	-1.7987769831191807	3.9787983e-06	1.6990682e-05	0.00089472113	0.012023317	0.000894721145243066	0.006183569630796638	0.0046151527	0.05345289	0 vs Rest	0	Rest
AFF3	0.1416	0.8584	-1.8020639510849836	0.0007371305	0.0035675552	1.1553892	8.603657	0.3954667461974411	0.7687453600625976	5.3239503	36.246532	0 vs Rest	0	Rest
KCNU1	0.1412	0.8588	-1.8053586817681118	3.9518814e-06	1.516418e-05	0.0020876825	0.007844827	0.0020876826722338203	0.006156409002842918	0.00578581	0.040012665	0 vs Rest	0	Rest
GRIA1	0.1404	0.8596	-1.811971613584894	0.0004759552	0.0019242264	0.68804276	3.8766727	0.33045034297644377	0.679318992523894	3.3465393	19.427595	0 vs Rest	0	Rest
NFIB	0.1342	0.8658	-1.8643226475046648	0.00361059	0.012373139	6.949861	26.648422	0.9239487026542763	0.9743196262754625	40.18469	131.33336	0 vs Rest	0	Rest
LINC01811	0.1306	0.8694	-1.8956640366448707	8.435344e-06	4.741728e-05	0.004771846	0.026925018	0.0047718461079630185	0.015979502779436862	0.017507613	0.11551068	0 vs Rest	0	Rest
AC119868.2	0.127	0.873	-1.9277484020956102	4.6163655e-05	0.0002597187	0.047718447	0.47995612	0.039665970772442494	0.24592137903558892	0.27671027	2.3767037	0 vs Rest	0	Rest
EPHA5	0.1246	0.8754	-1.949572249569973	0.00037568307	0.0021045299	0.3534145	4.366772	0.17357590217715665	0.668201242148037	2.17353	21.027279	0 vs Rest	0	Rest
